gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_1572	pseudogene	948	369	137	410	521	341
Gene_1573	protein_coding	2559	321	681	447	191	770
Gene_1574	protein_coding	1088	804	1384	1654	1202	2664
Gene_1575	protein_coding	176	454	500	1105	1033	476
Gene_1576	protein_coding	843	1031	784	3395	1461	1765
Gene_1577	protein_coding	224	150	146	53	54	156
Gene_1578	protein_coding	588	958	1330	1094	820	456
Gene_1579	pseudogene	812	0	48	1	309	3127
Gene_1580	protein_coding	1799	911	343	87	75	998
Gene_1581	protein_coding	807	1331	1658	113	99	164
Gene_1582	protein_coding	1458	500	760	377	457	979
Gene_1583	protein_coding	6735	2037	1946	4679	9099	7450
Gene_1584	protein_coding	470	331	873	704	3359	4537
Gene_1585	lncRNA	1061	1495	507	694	802	833
Gene_1586	protein_coding	491	173	633	664	1086	323
Gene_1587	protein_coding	636	1088	1099	1120	688	445
Gene_1588	protein_coding	81	15	185	210	75	168
Gene_1589	protein_coding	390	208	243	288	341	407
Gene_1590	protein_coding	806	359	263	892	160	1153
Gene_1591	protein_coding	257	443	604	1065	657	412
Gene_1592	lncRNA	158	420	169	699	731	208
Gene_1593	protein_coding	1053	1521	478	1206	1455	328
Gene_1594	protein_coding	471	587	755	451	796	596
Gene_1595	protein_coding	832	290	81	372	1254	806
Gene_1596	protein_coding	1298	859	1369	1618	1071	2314
Gene_1597	protein_coding	1333	1009	907	1437	804	1129
Gene_1598	protein_coding	104	2106	62	379	371	1391
Gene_1599	protein_coding	889	427	1497	1541	593	827
Gene_1600	protein_coding	188	234	396	251	199	106
Gene_1601	lncRNA	3337	258	1327	846	435	986
Gene_1602	protein_coding	725	3352	1135	1724	1323	858
Gene_1603	lncRNA	637	536	460	607	282	356
Gene_1604	protein_coding	123	222	428	1770	542	379
Gene_1605	protein_coding	1005	1042	564	433	489	500
Gene_1606	protein_coding	4727	2720	1165	1697	428	4850
Gene_1607	protein_coding	1060	1627	1129	1045	2151	1205
Gene_1608	pseudogene	774	216	175	226	170	148
Gene_1609	protein_coding	96	788	117	75	84	202
Gene_1610	protein_coding	397	380	1311	1042	409	306
Gene_1611	protein_coding	157	399	318	87	202	134
Gene_1612	protein_coding	405	734	465	2030	3632	5
Gene_1613	protein_coding	104	20	120	134	140	44
Gene_1614	pseudogene	2389	1262	1991	867	1003	2496
Gene_1615	protein_coding	6998	9995	44	12100	47	3584
Gene_1616	lncRNA	608	578	703	516	997	1042
Gene_1617	pseudogene	2128	675	580	1470	495	1344
Gene_1618	protein_coding	813	829	1353	1879	986	694
Gene_1619	protein_coding	869	1923	2480	721	1169	2650
Gene_1620	pseudogene	967	153	738	226	1731	812
Gene_1621	protein_coding	1519	1593	792	793	1790	259
Gene_1622	pseudogene	249	232	301	161	93	161
Gene_1623	pseudogene	107	220	255	466	654	434
Gene_1624	protein_coding	1646	608	1108	514	618	268
Gene_1625	lncRNA	2040	837	2493	1288	964	528
Gene_1626	lncRNA	80	309	84	40	191	542
Gene_1627	protein_coding	212	250	211	109	156	309
Gene_1628	protein_coding	1004	1673	1596	3942	269	2388
Gene_1629	protein_coding	1929	1692	1345	901	862	1046
Gene_1630	protein_coding	637	410	1870	1035	935	1242
Gene_1631	protein_coding	215	831	1465	614	951	935
Gene_1632	protein_coding	359	543	552	317	390	315
Gene_1633	protein_coding	776	1263	2041	3552	2942	3325
Gene_1634	protein_coding	2336	4305	4375	371	484	624
Gene_1635	lncRNA	637	669	1370	387	400	1166
Gene_1636	lncRNA	152	92	151	54	47	141
Gene_1637	protein_coding	556	316	634	330	352	282
Gene_1638	protein_coding	932	482	609	897	507	2214
Gene_1639	pseudogene	134	97	144	446	190	83
Gene_1640	pseudogene	455	283	571	460	266	1104
Gene_1641	protein_coding	719	439	256	777	788	397
Gene_1642	protein_coding	446	367	205	729	806	639
Gene_1643	protein_coding	0	0	506	2	93	3960
Gene_1644	protein_coding	663	1007	1555	719	946	1329
Gene_1645	protein_coding	1038	1222	1836	1529	1442	1538
Gene_1646	protein_coding	238	1111	2486	1208	657	445
Gene_1647	protein_coding	63	471	270	547	383	185
Gene_1648	pseudogene	112	187	741	7746	282	556
Gene_1649	protein_coding	506	378	531	296	990	640
Gene_1650	protein_coding	405	546	219	147	294	210
Gene_1651	lncRNA	53	85	226	310	295	50
Gene_1652	protein_coding	808	590	129	562	727	1153
Gene_1653	protein_coding	320	468	947	512	494	1861
Gene_1654	pseudogene	2616	616	1481	2394	3239	1485
Gene_1655	protein_coding	401	286	197	338	33	178
Gene_1656	protein_coding	1219	1206	1726	2509	558	1216
Gene_1657	protein_coding	2176	2073	1706	671	1574	330
Gene_1658	protein_coding	357	314	448	223	471	371
Gene_1659	protein_coding	1122	953	1647	1162	855	1335
Gene_1660	pseudogene	1299	373	978	565	709	526
Gene_1661	protein_coding	444	322	480	623	437	381
Gene_1662	pseudogene	79	108	869	465	1581	26
Gene_1663	protein_coding	1075	939	4599	539	363	2433
Gene_1664	protein_coding	56	997	0	969	365	0
Gene_1665	protein_coding	84	378	394	620	111	152
Gene_1666	protein_coding	6038	4435	1754	3025	1516	748
Gene_1667	lncRNA	46	258	369	275	290	285
Gene_1668	protein_coding	759	229	522	1029	1347	669
Gene_1669	protein_coding	393	82	318	1841	223	1899
Gene_1670	protein_coding	191	123	362	151	684	224
Gene_1671	protein_coding	658	655	1086	124	264	569
Gene_1672	protein_coding	1631	1825	936	3144	2413	4783
Gene_1673	protein_coding	1373	495	581	380	501	774
Gene_1674	protein_coding	1191	1060	1075	559	720	1518
Gene_1675	protein_coding	1464	1133	620	534	488	1327
Gene_1676	protein_coding	255	215	379	601	1017	847
Gene_1677	lncRNA	622	342	256	1594	4378	1015
Gene_1678	protein_coding	878	1230	2390	1068	1572	1522
Gene_1679	protein_coding	183	257	535	720	362	1053
Gene_1680	pseudogene	736	1728	355	1700	4069	1436
Gene_1681	lncRNA	444	445	542	316	972	579
Gene_1682	lncRNA	2932	4123	2562	3746	2180	2983
Gene_1683	protein_coding	2230	1146	2420	1366	2165	3036
Gene_1684	protein_coding	1301	263	114	354	328	314
Gene_1685	protein_coding	553	841	629	776	538	873
Gene_1686	protein_coding	28	80	73	63	84	61
Gene_1687	protein_coding	3266	1442	198	485	464	684
Gene_1688	protein_coding	353	922	308	1122	1124	888
Gene_1689	protein_coding	901	886	820	1215	969	843
Gene_1690	protein_coding	232	195	255	70	203	471
Gene_1691	protein_coding	1275	1229	2754	155	538	283
Gene_1692	protein_coding	883	4654	5212	2891	481	5605
Gene_1693	protein_coding	1126	1401	1763	491	2105	818
Gene_1694	lncRNA	1479	1866	385	1120	2067	1049
Gene_1695	protein_coding	1745	1378	1281	1008	2175	1077
Gene_1696	lncRNA	271	141	88	185	194	45
Gene_1697	lncRNA	944	1254	684	435	413	2447
Gene_1698	protein_coding	481	69	172	174	82	544
Gene_1699	lncRNA	1204	666	583	775	1376	620
Gene_1700	protein_coding	1345	1183	944	1197	1072	1567
Gene_1701	protein_coding	3491	948	327	486	88	580
Gene_1702	protein_coding	2179	2126	1431	1737	4032	1663
Gene_1703	protein_coding	1142	1289	2721	1505	811	1494
Gene_1704	protein_coding	262	212	305	384	141	237
Gene_1705	protein_coding	2208	1910	1363	3341	1464	1400
Gene_1706	protein_coding	2278	491	253	175	341	3002
Gene_1707	protein_coding	646	1	674	0	0	1
Gene_1708	protein_coding	952	564	821	2454	4398	2495
Gene_1709	protein_coding	556	664	269	809	367	761
Gene_1710	lncRNA	649	535	514	248	496	511
Gene_1711	protein_coding	1599	570	1391	679	797	956
Gene_1712	lncRNA	1755	1418	2212	3033	2871	1421
Gene_1713	lncRNA	1345	615	1203	449	1131	983
Gene_1714	lncRNA	678	617	564	795	495	537
Gene_1715	protein_coding	5651	1440	2400	8445	11850	4181
Gene_1716	protein_coding	557	1183	1491	939	1446	546
Gene_1717	lncRNA	2240	641	1231	243	619	449
Gene_1718	protein_coding	1463	936	1639	852	1800	1698
Gene_1719	protein_coding	525	709	766	675	732	784
Gene_1720	lncRNA	12	62	238	268	151	279
Gene_1721	protein_coding	2063	802	280	2639	585	325
Gene_1722	protein_coding	220	521	156	524	363	149
Gene_1723	protein_coding	157	219	101	247	108	407
Gene_1724	protein_coding	2685	1497	1426	434	1825	402
Gene_1725	protein_coding	104	711	1461	1816	352	472
Gene_1726	protein_coding	551	893	760	1267	1423	2346
Gene_1727	protein_coding	693	877	353	538	754	407
Gene_1728	lncRNA	635	14	46	238	198	41
Gene_1729	protein_coding	1036	1431	276	2228	706	748
Gene_1730	protein_coding	2215	1610	1846	1399	3242	2650
Gene_1731	protein_coding	402	328	521	979	439	1681
Gene_1732	protein_coding	581	443	972	119	74	310
Gene_1733	pseudogene	1906	1075	808	1715	886	1228
Gene_1734	protein_coding	313	584	204	587	339	600
Gene_1735	lncRNA	3937	495	568	2928	3396	1656
Gene_1736	protein_coding	982	717	163	1655	1000	4074
Gene_1737	protein_coding	34	2178	3561	290	764	843
Gene_1738	lncRNA	420	203	296	281	577	142
Gene_1739	pseudogene	5330	6006	1078	3300	6452	6480
Gene_1740	protein_coding	171	431	300	377	234	473
Gene_1741	protein_coding	253	563	1468	504	1138	1451
Gene_1742	protein_coding	458	980	553	463	266	478
Gene_1743	protein_coding	1558	1145	2680	1749	712	476
Gene_1744	protein_coding	211	1069	562	603	1208	367
Gene_1745	protein_coding	339	731	331	637	492	430
Gene_1746	protein_coding	286	245	1310	794	320	968
Gene_1747	protein_coding	4541	2627	3651	240	6910	912
Gene_1748	protein_coding	2399	1354	1720	734	1412	1489
Gene_1749	protein_coding	98	66	389	87	157	141
Gene_1750	protein_coding	474	548	525	786	627	576
Gene_1751	protein_coding	1811	1913	2279	913	578	924
Gene_1752	protein_coding	974	3244	1793	480	2022	887
Gene_1753	protein_coding	766	735	703	835	695	842
Gene_1754	protein_coding	1002	623	1578	1163	1795	920
Gene_1755	pseudogene	1359	681	347	442	906	462
Gene_1756	protein_coding	888	583	894	1822	1092	759
Gene_1757	lncRNA	1060	636	827	451	532	581
Gene_1758	protein_coding	1642	1505	3763	2131	4197	2301
Gene_1759	protein_coding	2349	2193	1419	1101	2443	4282
Gene_1760	protein_coding	999	383	1071	307	1745	2758
Gene_1761	protein_coding	2413	3583	2406	1999	1514	2271
Gene_1762	protein_coding	122	257	127	105	637	246
Gene_1763	pseudogene	562	360	409	244	441	888
Gene_1764	protein_coding	500	382	324	395	383	320
Gene_1765	pseudogene	259	1844	913	476	448	626
Gene_1766	pseudogene	523	737	698	1158	994	1603
Gene_1767	protein_coding	60	121	283	19	295	445
Gene_1768	protein_coding	17	199	6	118	40	125
Gene_1769	protein_coding	425	144	107	267	138	346
Gene_1770	lncRNA	730	924	764	989	3761	1910
Gene_1771	pseudogene	1355	904	1387	1468	1392	1099
Gene_1772	protein_coding	2300	791	197	85	3132	2692
Gene_1773	protein_coding	341	674	449	523	382	438
Gene_1774	protein_coding	2386	3436	1952	2182	3096	2342
Gene_1775	protein_coding	1260	299	1427	465	925	387
Gene_1776	protein_coding	1158	362	1321	200	846	314
Gene_1777	protein_coding	2659	1637	1743	2973	2718	3361
Gene_1778	protein_coding	1242	718	854	686	830	750
Gene_1779	pseudogene	186	539	202	972	302	842
Gene_1780	protein_coding	1263	1523	1561	216	463	226
Gene_1781	protein_coding	876	654	1164	1026	1036	943
Gene_1782	protein_coding	843	2355	640	891	763	1847
Gene_1783	pseudogene	612	552	1298	1201	578	1113
Gene_1784	protein_coding	1629	963	629	1262	641	1004
Gene_1785	protein_coding	1821	755	1678	289	3346	272
Gene_1786	protein_coding	179	130	43	162	246	0
Gene_1787	protein_coding	688	283	1600	807	1498	889
Gene_1788	protein_coding	4949	2025	3369	3266	4718	2138
Gene_1789	protein_coding	1061	1180	589	634	3187	725
Gene_1790	protein_coding	269	932	1409	1985	1768	974
Gene_1791	protein_coding	1898	3371	3532	1043	1710	1524
Gene_1792	lncRNA	2811	2829	1317	6776	3692	1476
Gene_1793	lncRNA	2127	552	1282	1737	2277	471
Gene_1794	protein_coding	521	488	614	451	703	482
Gene_1795	protein_coding	748	1267	723	1472	946	1187
Gene_1796	protein_coding	1009	871	715	826	385	405
Gene_1797	pseudogene	5398	1122	6872	9384	3043	4
Gene_1798	protein_coding	1188	1504	1145	1280	1663	1287
Gene_1799	pseudogene	391	201	199	281	274	145
Gene_1800	protein_coding	1104	966	1349	1262	772	1022
Gene_1801	lncRNA	1535	1295	1227	1174	855	3826
Gene_1802	protein_coding	1942	2381	1183	2118	1518	1921
Gene_1803	protein_coding	407	548	341	120	253	219
Gene_1804	pseudogene	456	431	560	267	476	961
Gene_1805	protein_coding	950	276	734	1603	848	352
Gene_1806	protein_coding	687	69	334	451	207	69
Gene_1807	protein_coding	914	599	1005	2434	1342	2575
Gene_1808	protein_coding	1338	1329	476	508	766	1544
Gene_1809	pseudogene	1611	1255	1793	1232	3664	890
Gene_1810	protein_coding	111	1119	1258	1250	910	989
Gene_1811	protein_coding	1923	1125	1113	1082	4192	1225
Gene_1812	protein_coding	2340	3283	3210	1554	2945	4029
Gene_1813	protein_coding	379	412	985	808	236	278
Gene_1814	protein_coding	2392	493	749	855	875	1068
Gene_1815	protein_coding	48	959	428	478	1219	968
Gene_1816	protein_coding	1391	168	1241	517	395	217
Gene_1817	protein_coding	402	726	191	680	913	230
Gene_1818	protein_coding	2321	2386	1711	2088	2524	2069
Gene_1819	protein_coding	1936	1675	1616	996	1598	1329
Gene_1820	lncRNA	1066	476	563	622	664	321
Gene_1821	protein_coding	1031	894	1591	4298	1509	9334
Gene_1822	lncRNA	1228	531	2537	1515	1885	2122
Gene_1823	protein_coding	1242	2655	1333	1420	793	1081
Gene_1824	protein_coding	1377	722	2183	1208	3726	1636
Gene_1825	lncRNA	346	238	675	499	309	469
Gene_1826	protein_coding	2	2378	0	1385	1870	864
Gene_1827	protein_coding	67	70	301	30	5	86
Gene_1828	protein_coding	922	1465	1010	1415	1533	1274
Gene_1829	lncRNA	1075	219	545	389	508	500
Gene_1830	lncRNA	36	722	652	1408	6390	763
Gene_1831	protein_coding	993	789	1385	474	781	763
Gene_1832	lncRNA	998	233	564	1554	154	1681
Gene_1833	protein_coding	1179	5166	2191	3530	2732	6936
Gene_1834	protein_coding	1156	29	808	720	597	160
Gene_1835	protein_coding	2480	3330	2802	989	1997	878
Gene_1836	protein_coding	193	264	265	243	435	296
Gene_1837	protein_coding	693	131	137	1235	260	94
Gene_1838	protein_coding	1341	375	649	1083	844	1368
Gene_1839	protein_coding	597	743	1532	1458	795	1886
Gene_1840	pseudogene	811	536	418	1033	1080	1565
Gene_1841	pseudogene	35	19	428	181	1178	141
Gene_1842	protein_coding	2334	1138	1650	1054	1020	1293
Gene_1843	protein_coding	1718	1196	2242	1349	3738	2201
Gene_1844	pseudogene	1268	1197	2803	1431	2571	2232
Gene_1845	protein_coding	590	276	776	391	270	754
Gene_1846	protein_coding	1527	1505	1242	837	1290	1543
Gene_1847	protein_coding	127	164	366	911	382	416
Gene_1848	lncRNA	1491	1814	1513	487	1195	3760
Gene_1849	protein_coding	2460	1904	224	1857	15	363
Gene_1850	lncRNA	759	1248	3195	448	1115	4525
Gene_1851	lncRNA	271	353	239	240	401	411
Gene_1852	protein_coding	1043	2996	869	2269	1978	2790
Gene_1853	protein_coding	753	1881	30	513	3454	705
Gene_1854	pseudogene	536	587	920	624	1126	1006
Gene_1855	protein_coding	476	319	405	130	970	869
Gene_1856	lncRNA	335	2807	1264	196	2396	271
Gene_1857	protein_coding	734	682	468	488	189	1287
Gene_1858	lncRNA	1439	3135	3267	1533	1542	59
Gene_1859	lncRNA	1041	207	466	1496	1466	3351
Gene_1860	protein_coding	200	233	942	117	156	307
Gene_1861	protein_coding	339	3456	906	3826	2044	456
Gene_1862	pseudogene	806	334	968	985	1179	547
Gene_1863	lncRNA	291	381	298	259	47	126
Gene_1864	protein_coding	2679	1770	649	96	1507	1033
Gene_1865	protein_coding	889	1096	886	435	644	546
Gene_1866	lncRNA	17	551	18	465	49	1705
Gene_1867	protein_coding	103	1984	3418	785	2443	942
Gene_1868	protein_coding	466	138	91	437	245	160
Gene_1869	protein_coding	597	831	1413	1607	1269	1545
Gene_1870	lncRNA	613	985	483	775	1338	972
Gene_1871	protein_coding	1299	1020	1686	1460	1806	1042
Gene_1872	protein_coding	665	474	415	64	154	928
Gene_1873	protein_coding	914	1521	982	1293	1362	856
Gene_1874	protein_coding	254	481	304	278	418	580
Gene_1875	lncRNA	714	1236	1396	665	1113	1910
Gene_1876	protein_coding	715	633	1269	838	1092	421
Gene_1877	protein_coding	627	995	1153	852	1222	828
Gene_1878	protein_coding	726	721	507	384	364	291
Gene_1879	protein_coding	626	359	221	517	562	351
Gene_1880	protein_coding	400	195	342	418	179	264
Gene_1881	protein_coding	623	752	647	1039	1008	373
Gene_1882	lncRNA	1333	970	708	1468	1058	1415
Gene_1883	protein_coding	55	30	76	36	127	290
Gene_1884	protein_coding	50	719	4614	1592	132	25
Gene_1885	lncRNA	252	587	85	286	707	412
Gene_1886	protein_coding	773	1623	455	1670	719	1034
Gene_1887	protein_coding	480	95	20	54	81	393
Gene_1888	protein_coding	2080	1179	2678	1408	2139	1101
Gene_1889	protein_coding	864	1775	1112	1086	526	1190
Gene_1890	lncRNA	995	1954	1426	3387	2350	1108
Gene_1891	protein_coding	633	525	708	555	873	693
Gene_1892	lncRNA	1839	205	451	1859	199	1568
Gene_1893	protein_coding	1081	469	262	78	629	31
Gene_1894	protein_coding	493	79	194	267	123	220
Gene_1895	protein_coding	1427	823	667	620	312	1004
Gene_1896	protein_coding	1330	1500	2513	1663	150	1328
Gene_1897	lncRNA	195	367	631	624	282	165
Gene_1898	protein_coding	3605	842	1721	5778	5275	2305
Gene_1899	protein_coding	836	1652	1670	279	150	177
Gene_1900	protein_coding	1539	1188	151	210	710	974
Gene_1901	pseudogene	1614	2110	2607	2051	1763	773
Gene_1902	lncRNA	86	113	80	58	192	48
Gene_1903	pseudogene	3981	1607	2132	1716	4143	2002
Gene_1904	protein_coding	552	545	275	186	935	168
Gene_1905	protein_coding	503	1157	677	386	415	462
Gene_1906	pseudogene	647	430	305	166	273	348
Gene_1907	protein_coding	1321	852	2436	862	2146	621
Gene_1908	protein_coding	1129	412	842	566	295	1142
Gene_1909	protein_coding	506	0	2925	352	38	68
Gene_1910	pseudogene	255	758	454	693	95	241
Gene_1911	protein_coding	709	950	1547	1791	1171	731
Gene_1912	protein_coding	1	962	552	341	8	149
Gene_1913	lncRNA	706	1380	464	1187	771	788
Gene_1914	protein_coding	263	253	634	927	251	578
Gene_1915	lncRNA	874	1931	2134	1989	2574	1148
Gene_1916	protein_coding	226	194	280	247	316	192
Gene_1917	pseudogene	54	181	164	142	614	294
Gene_1918	pseudogene	1822	1714	2361	2817	1154	2949
Gene_1919	lncRNA	1095	1497	841	1252	1340	1440
Gene_1920	protein_coding	297	480	747	1162	1070	884
Gene_1921	lncRNA	65	54	530	219	103	76
Gene_1922	pseudogene	33	111	99	24	41	96
Gene_1923	protein_coding	675	662	965	855	1035	4954
Gene_1924	protein_coding	1950	1001	109	1135	639	532
Gene_1925	protein_coding	1669	541	1896	1675	489	591
Gene_1926	lncRNA	111	28	18	525	3	756
Gene_1927	protein_coding	2500	1427	1353	2503	2270	1159
Gene_1928	pseudogene	47	140	191	134	154	110
Gene_1929	protein_coding	279	349	511	371	749	361
Gene_1930	protein_coding	889	332	826	448	504	960
Gene_1931	pseudogene	1557	1059	666	1543	956	810
Gene_1932	protein_coding	510	661	1955	316	1955	209
Gene_1933	pseudogene	956	865	320	427	613	283
Gene_1934	protein_coding	962	587	100	891	787	249
Gene_1935	protein_coding	690	1344	967	848	1248	1386
Gene_1936	protein_coding	609	4762	175	1220	114	21
Gene_1937	protein_coding	2049	2182	476	2867	951	928
Gene_1938	protein_coding	634	1598	1517	381	541	277
Gene_1939	pseudogene	163	130	233	159	281	207
Gene_1940	protein_coding	1017	481	444	1405	155	776
Gene_1941	protein_coding	835	707	1036	322	462	1191
Gene_1942	protein_coding	762	2071	1140	461	836	255
Gene_1943	protein_coding	3731	2208	1595	2548	3411	2322
Gene_1944	protein_coding	131	226	189	353	145	211
Gene_1945	protein_coding	581	1152	861	327	210	213
Gene_1946	protein_coding	520	77	1857	673	3519	814
Gene_1947	pseudogene	80	1129	1705	2185	55	558
Gene_1948	protein_coding	32	86	100	284	6	241
Gene_1949	pseudogene	55	189	92	29	50	76
Gene_1950	protein_coding	263	156	1551	319	5860	1211
Gene_1951	protein_coding	299	847	1402	512	1889	515
Gene_1952	protein_coding	2125	1691	717	1124	1435	3786
Gene_1953	lncRNA	555	990	363	688	606	1086
Gene_1954	lncRNA	1058	589	703	572	737	862
Gene_1955	protein_coding	1935	527	990	988	1114	139
Gene_1956	protein_coding	2435	745	42	53	0	22
Gene_1957	protein_coding	22	159	65	154	111	370
Gene_1958	lncRNA	4472	3048	3226	2610	1919	3516
Gene_1959	protein_coding	608	624	1079	691	403	278
Gene_1960	protein_coding	663	1530	1999	1903	1466	1431
Gene_1961	lncRNA	996	2500	1225	1465	1587	1687
Gene_1962	protein_coding	2096	4134	4890	2558	2006	2353
Gene_1963	protein_coding	287	178	312	279	247	102
Gene_1964	protein_coding	1517	632	258	572	912	633
Gene_1965	lncRNA	1404	645	3615	657	1845	263
Gene_1966	protein_coding	405	1113	54	260	314	64
Gene_1967	protein_coding	1249	909	1174	951	1477	1350
Gene_1968	protein_coding	217	343	107	472	132	607
Gene_1969	protein_coding	1254	2375	31	262	870	468
Gene_1970	protein_coding	3686	971	923	2781	492	1065
Gene_1971	lncRNA	684	1212	1001	2040	1118	1359
Gene_1972	protein_coding	1900	1444	4327	926	524	113
Gene_1973	protein_coding	944	1431	1724	1439	945	2152
Gene_1974	protein_coding	586	630	859	286	216	211
