gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
LOC131392612	protein_coding	588	3015	1773	385	1901	1695
LOC131372046	lncRNA	2490	3084	1786	2659	2558	2095
Gm24004	protein_coding	83	20	32	208	322	51
9130004J05Rik	protein_coding	534	186	62	277	171	30
Gm38519	protein_coding	2228	1166	356	4044	2831	381
Gm51532	protein_coding	326	217	1059	695	6	473
LOC128926904	protein_coding	744	1105	1601	1571	865	745
Pglyrp4	protein_coding	587	429	357	421	1657	205
Gm34689	lncRNA	91	565	234	3289	497	646
4933406D12Rik	protein_coding	1330	366	1332	785	2082	300
Chrng	protein_coding	418	557	359	871	656	748
Gm50598	lncRNA	3396	1602	1613	2719	677	4700
C1d	protein_coding	658	494	502	522	632	402
D8Mit170a	protein_coding	1486	945	2274	987	902	1106
Gm6204	pseudogene	361	142	45	393	613	1205
Pnma8a	pseudogene	994	3997	2032	2172	875	1791
LOC131387725	protein_coding	31	37	349	32	27	553
LOC131384762	lncRNA	634	282	1923	408	1099	752
Rhd	protein_coding	294	359	229	548	418	780
Cc2d2a	protein_coding	1383	1940	1611	764	917	1646
LOC131388312	protein_coding	1796	2537	2992	1877	1893	2252
Pir	protein_coding	55	26	3	0	246	304
Gm18760	protein_coding	3819	4545	3243	766	1683	3178
LOC128927777	lncRNA	90	282	411	257	177	39
Dnah10	protein_coding	1009	1743	2307	668	1506	1156
Gm11425	protein_coding	483	730	4479	2307	2370	5237
Gm5414	protein_coding	84	987	1460	147	435	259
Sema6c	protein_coding	1100	1506	1743	1957	1296	1180
Gk	lncRNA	221	292	435	234	519	326
LOC131390540	protein_coding	188	34	563	132	1291	0
Gm34171	protein_coding	1253	1188	588	1070	1413	1965
Dnlz	protein_coding	1211	1548	2199	1342	1282	1569
Gm34740	protein_coding	713	590	257	730	1024	810
LOC131339013	protein_coding	240	176	89	43	134	48
Dusp10	protein_coding	3709	5051	6330	3948	1709	5410
LOC128924538	lncRNA	703	699	1051	350	505	254
LOC132408087	protein_coding	1248	1360	428	1561	2802	1201
B19E(I)	protein_coding	1110	638	1025	728	993	667
LOC132444843	protein_coding	208	187	530	352	1840	4568
Xmv63	protein_coding	335	842	409	112	356	356
Il11ra3	protein_coding	317	796	566	111	356	296
Gm14251	lncRNA	2862	1180	1868	1736	1996	2032
Ddx54	protein_coding	1304	1252	926	1556	727	1658
Gm54074	pseudogene	538	322	671	535	390	454
LOC131376909	protein_coding	1666	877	1622	1175	975	1564
Vegfc	protein_coding	1676	2683	1471	1533	4965	2483
Tcof1	protein_coding	192	2270	837	1040	158	1
LOC132412232	pseudogene	68	137	111	204	495	632
Iap5rb3	protein_coding	367	1240	2316	658	1945	548
Nme2	protein_coding	2225	890	494	1754	1315	1395
Gm36348	protein_coding	6	26	55	161	12	18
LOC132441604	lncRNA	1186	1091	1038	2300	803	1010
Zfp52	protein_coding	960	1733	948	588	260	1682
Tgtp2	protein_coding	1072	2028	756	548	1052	544
Gm38533	protein_coding	116	149	153	301	137	499
LOC131372724	lncRNA	2433	927	4432	970	1997	2123
LOC132441221	protein_coding	175	357	301	261	335	197
Gm16096	lncRNA	488	739	1451	1291	564	426
LOC131380559	protein_coding	467	536	101	295	28	8084
C8a	protein_coding	379	560	1392	675	256	278
LOC128927174	protein_coding	480	406	432	715	1526	891
LOC131375017	lncRNA	243	191	433	442	474	73
Gm29321	protein_coding	2322	3399	3703	5348	2172	2990
Gm16228	lncRNA	1641	601	1348	1612	600	975
LOC132408536	protein_coding	67	1144	447	424	774	722
LOC132410653	protein_coding	1487	1420	935	884	1262	144
Dcaf15	lncRNA	614	483	541	1301	1288	985
LOC132408525	pseudogene	651	486	1126	256	176	630
Gm41711	protein_coding	787	1243	1151	1592	657	696
H2ac5-ps	protein_coding	162	164	1708	556	997	235
LOC131377597	protein_coding	102	330	303	359	137	257
Slc18a1	protein_coding	928	1676	1037	1165	1665	1365
Gm32203	lncRNA	369	526	150	760	140	227
D1Mit328	protein_coding	578	917	198	293	121	743
LOC132409397	lncRNA	606	401	386	838	1845	536
Gm6313	protein_coding	2231	696	1007	266	517	252
LOC131372876	protein_coding	26	1901	1382	228	441	616
LOC131341427	protein_coding	116	312	1287	379	1261	1782
Skts7	lncRNA	387	100	0	441	15	3493
Gm8104	protein_coding	342	164	201	115	73	216
Gm19063	lncRNA	29	633	3587	254	929	6399
Gm22571	protein_coding	608	452	314	301	426	354
Gm5666	lncRNA	400	565	215	233	376	255
Gm52315	protein_coding	435	449	1319	309	965	1111
n-TSaga4	protein_coding	923	122	452	728	714	269
Or2q2-ps1	protein_coding	779	1483	972	758	486	829
Alcp14	pseudogene	530	701	243	856	148	879
Gm8463	protein_coding	768	3338	1203	497	315	748
LOC131375083	protein_coding	4176	1173	946	863	674	253
Gm52181	protein_coding	931	1185	699	1249	115	147
Gm34442	protein_coding	355	532	266	496	216	430
LOC132443843	protein_coding	2878	2418	1624	1735	599	1538
LOC131337780	protein_coding	364	481	821	861	351	687
Gm52636	protein_coding	2041	1167	1157	1290	1338	1164
B230216C01Rik	protein_coding	1222	611	999	478	134	1247
Gm46910	protein_coding	95	105	68	88	48	66
Gm20934	lncRNA	80	156	824	720	241	1265
Rb(6.12)3Sic	protein_coding	897	933	780	620	816	79
LOC131384728	protein_coding	291	899	584	577	1063	338
LOC131392356	protein_coding	827	362	864	1170	1592	215
Ms6-1	protein_coding	769	309	376	187	215	500
Gm41243	protein_coding	405	3880	1058	983	218	1829
LOC131389508	pseudogene	575	985	830	557	507	450
D11Ertd518e	pseudogene	479	1088	470	253	115	106
Gm6377	protein_coding	446	431	745	614	1989	3035
Art5	protein_coding	758	4342	1841	3120	1102	1903
Vps41	protein_coding	1512	1753	377	2078	5041	896
LOC128927834	protein_coding	543	505	201	64	147	187
LOC132442260	protein_coding	907	249	393	289	657	538
Gm19237	lncRNA	532	1166	463	586	619	372
LOC131339637	protein_coding	201	508	939	93	197	240
LOC131295384	protein_coding	613	133	591	226	323	305
Mir31	protein_coding	96	504	718	310	147	378
LOC131336939	pseudogene	193	50	44	138	645	117
Irx3	protein_coding	786	512	891	909	766	1070
D9Mit214	pseudogene	396	823	1599	1562	989	410
LOC132410201	protein_coding	134	127	148	103	172	92
Adcyap1r1	protein_coding	2066	1727	1706	1077	1752	1963
LOC128924280	protein_coding	613	1867	1397	1429	987	1119
Mir365-2	protein_coding	974	1508	684	3514	272	361
D12Mit74	protein_coding	24	377	222	169	252	153
Gm21037	protein_coding	557	377	334	938	370	716
LOC132410222	protein_coding	173	163	140	103	365	274
LOC132408730	protein_coding	326	692	515	288	1434	1326
LOC132444910	protein_coding	578	646	522	2255	924	796
Gm26284	lncRNA	482	663	602	1508	972	1640
LOC132444211	protein_coding	129	72	117	421	372	36
Gm28364	protein_coding	826	370	628	309	331	436
Ovol2	protein_coding	11	21	31	0	1307	73
LOC131375227	protein_coding	424	424	728	602	933	609
LOC131385115	pseudogene	1805	246	428	1055	319	678
Gm10440	lncRNA	1767	286	80	779	56	1262
Isoc2a	protein_coding	1153	575	532	410	1063	1654
Gm19994	protein_coding	1579	279	408	1005	407	106
Gm46177	protein_coding	185	330	222	381	571	511
LOC132445039	protein_coding	469	132	121	110	811	662
Gm40945	protein_coding	289	534	181	0	519	2449
LOC132410991	lncRNA	1282	1045	1491	1289	1654	940
Gm30039	protein_coding	1683	1608	2449	1011	1689	1456
4933427I18Rik	protein_coding	106	123	310	188	249	155
Gm41780	protein_coding	3707	5396	3484	4777	675	5155
Speer4e1	protein_coding	69	25	145	45	93	81
C78810	protein_coding	663	518	202	530	746	542
Gm17909	protein_coding	406	699	660	152	214	266
Mfi5q1	protein_coding	2227	770	1020	1573	2254	1075
Or7e170	protein_coding	452	633	194	131	7	81
Fbn1	lncRNA	1980	1289	1513	2863	825	1645
Idd21.1	protein_coding	297	105	500	220	78	51
D930023I05Rik	pseudogene	3716	5512	2724	4695	4392	3997
LOC132412568	protein_coding	182	147	66	78	174	330
Trgj2	protein_coding	986	1314	1443	3167	4351	2390
Igkv6-29	protein_coding	779	373	337	323	685	703
Gm7064	protein_coding	1072	1510	1581	799	786	760
LOC132407877	protein_coding	450	201	753	468	197	606
LOC114827874	protein_coding	577	207	1486	220	976	413
Gm20127	protein_coding	912	1485	4262	1159	5779	116
Or7e166	pseudogene	1498	1696	1291	1538	1317	1839
Gm35837	protein_coding	6	218	367	653	15	498
Akr1b7	protein_coding	620	704	457	469	962	1404
LOC131390176	lncRNA	5162	3848	1914	3352	3019	2848
Gm41102	protein_coding	6948	15	76	27	302	242
Gm9967	protein_coding	2088	2026	904	2506	4798	1088
LOC131295620	protein_coding	97	175	217	290	342	318
Gm6074	protein_coding	155	180	231	251	324	184
LOC131297243	protein_coding	455	255	392	330	153	264
Gm25763	protein_coding	734	1409	584	497	394	1040
Femwf7	protein_coding	1119	917	876	934	539	992
Gm16445	protein_coding	902	441	1048	769	880	527
LOC131371941	lncRNA	878	242	325	596	636	603
Krt79	lncRNA	206	287	128	547	452	320
LOC131389591	protein_coding	715	964	737	906	830	561
Gm40147	lncRNA	3444	781	695	943	2226	1251
Chcmq2	protein_coding	2625	1747	2604	589	2185	367
LOC131374915	protein_coding	251	501	1131	754	2302	558
Scrd1	lncRNA	269	859	1300	1683	934	2072
Mir7093	lncRNA	634	592	532	151	410	576
Krtap10-4	protein_coding	1065	1007	863	640	496	461
LOC131373206	pseudogene	768	357	290	64	223	1248
Gm10852	lncRNA	2774	3673	2724	3760	853	1289
Gm6225	protein_coding	860	718	1101	1181	1280	1698
LOC132407871	protein_coding	2889	3413	6579	10136	2254	6832
A430027C01Rik	lncRNA	703	793	1688	86	184	533
Gm36070	lncRNA	32	35	45	60	23	51
Gm18909	protein_coding	19	2986	264	2	0	0
Gm36549	lncRNA	618	888	441	710	261	814
9630001P10Rik	protein_coding	407	237	1224	710	893	455
Ckap5	lncRNA	1946	1947	1162	3009	6064	1569
Gm8246	pseudogene	228	986	308	320	1665	500
Lrrc7	lncRNA	3191	1873	4412	1146	2362	2264
Pate8	protein_coding	4489	3853	6160	4780	4648	10472
Snord89	protein_coding	1000	1639	576	660	614	654
Gm22772	protein_coding	640	494	859	727	959	1061
LOC128926108	protein_coding	2274	2530	926	1322	2221	2211
Igkv4-50	lncRNA	479	792	1456	300	756	1181
LOC110120391	protein_coding	199	122	344	195	350	357
LOC131379036	lncRNA	359	374	183	284	276	310
Pdgfra	protein_coding	1910	2982	955	1719	1702	2461
Snord91a	lncRNA	574	717	652	841	322	663
Gm57519	protein_coding	1629	1940	5658	4177	4322	1176
Gm9110	pseudogene	4511	4112	435	2068	2222	1598
LOC131340863	protein_coding	1447	1134	714	993	693	1360
D3Mit90	protein_coding	396	508	349	348	616	718
6030443J06Rik	protein_coding	2010	1621	1331	1966	2892	3924
LOC132412278	protein_coding	988	1724	1669	1404	954	710
Gm53939	lncRNA	798	870	638	81	308	487
Gm8199	lncRNA	1279	382	813	198	64	1182
LOC132442531	protein_coding	423	766	1060	579	623	507
Wfdc17	protein_coding	1024	292	4098	2543	7899	3105
Gm41453	protein_coding	987	701	803	201	253	250
Gm31237	lncRNA	2351	1803	2583	1667	1750	1923
Gm30377	lncRNA	755	2287	234	4050	3449	3801
Esyt2	lncRNA	392	235	322	33	274	350
Gm8110	protein_coding	937	1149	2044	1120	2098	601
LOC109433676	protein_coding	377	1126	990	1205	504	257
LOC131389357	lncRNA	535	858	476	454	425	467
Cnot6	protein_coding	73	247	14	44	360	4
Vmn2r-ps11	protein_coding	0	2	19	0	124	0
Amn	protein_coding	2	13	536	105	219	30
Gm13922	protein_coding	305	36	1064	602	191	204
LOC131392402	protein_coding	121	283	219	101	157	136
LOC131390083	pseudogene	626	314	238	109	314	92
LOC131389038	protein_coding	3123	1194	1180	2206	3995	1311
Mdc1	protein_coding	2758	2910	1227	1741	3588	2388
LOC132408950	protein_coding	604	2583	1348	2735	644	8371
LOC128926193	lncRNA	47	16	6	51	34	38
Gm52569	lncRNA	260	310	268	281	173	464
LOC131371475	protein_coding	327	380	556	469	390	486
Rap1gds1	protein_coding	334	1796	243	1356	420	1436
LOC132410433	protein_coding	413	908	365	790	602	328
Gm24674	protein_coding	960	670	846	128	245	267
Pcts	lncRNA	454	560	837	919	1221	1224
LOC131341720	protein_coding	519	1178	3245	2030	1491	1378
Fem1c	protein_coding	120	4286	299	399	22	770
Gm18394	lncRNA	436	601	1497	327	1253	368
Gm21838	lncRNA	260	319	515	1652	655	644
Gm13536	protein_coding	571	706	595	1461	1663	1408
AA516741	protein_coding	220	325	494	365	146	618
Gm14633	protein_coding	364	237	314	115	434	166
Gm18015	protein_coding	618	897	566	888	1358	488
LOC132442351	protein_coding	225	208	114	246	162	221
D7Wsu1e	pseudogene	1247	688	1105	1260	918	1336
Gm38425	protein_coding	667	500	396	269	747	1413
Mir7012	protein_coding	4852	448	2953	748	6972	2580
LOC128927195	pseudogene	543	844	233	1245	427	207
D9Mit89	protein_coding	2950	3811	1392	3876	3584	989
LOC132443180	protein_coding	1228	1188	3395	240	1156	1156
Gm7048	lncRNA	1956	3319	4800	1784	2504	365
Gm50603	protein_coding	99	235	147	112	102	124
LOC131297631	protein_coding	413	410	387	911	644	664
Iap3rc13	protein_coding	188	664	438	313	569	444
Ankrd10	protein_coding	1867	1256	787	1143	1149	1724
D9Mgi32	protein_coding	595	475	1878	2932	2631	412
Acss2	protein_coding	623	231	202	35	1	593
LOC131374012	protein_coding	904	1134	380	925	2135	1910
LOC131375207	protein_coding	1080	775	1993	1947	775	1241
Lprm4	lncRNA	34	172	1048	1	61	114
LOC131371589	protein_coding	315	438	426	538	314	643
LOC132442405	protein_coding	1142	860	1066	691	1316	1298
Gm40278	protein_coding	354	1002	479	348	199	369
LOC128924504	pseudogene	601	1276	1726	862	890	1161
B230104I21Rik	protein_coding	410	921	696	1136	685	890
LOC131385508	protein_coding	364	55	321	457	186	291
Thyct1	protein_coding	5203	2433	1409	6509	5864	1216
LOC128927247	protein_coding	665	836	1856	1152	1546	1323
Gm23041	pseudogene	614	1281	685	469	1264	662
Rnaset2a	protein_coding	324	1411	1823	260	765	1570
LOC131338599	protein_coding	639	2986	367	4166	406	382
Grin2b	protein_coding	640	473	585	289	539	175
Zfp36l1-ps	lncRNA	957	837	204	560	689	207
Mtv40	protein_coding	1438	831	205	210	655	916
Ppp1r14bl	protein_coding	2670	1495	4663	4752	5833	4380
4930554N03Rik	protein_coding	28	32	25	17	34	42
Clptm1l	protein_coding	352	245	261	155	125	181
LOC131341288	protein_coding	593	837	836	819	241	1148
LOC131392362	protein_coding	1144	1926	1562	675	1101	1620
msrvh1	protein_coding	2088	2655	149	3710	152	514
LOC128927739	protein_coding	1451	237	585	681	609	1033
Gm36231	protein_coding	674	1503	1230	613	846	866
Gm39578	protein_coding	1395	3522	1036	3058	1896	2139
LOC128926010	lncRNA	211	108	205	78	137	59
Or11n2	protein_coding	714	2341	3840	1778	948	2084
Ctrc	protein_coding	879	1235	1649	1155	924	756
Naaladl1	protein_coding	297	25	327	234	577	687
LOC433053	protein_coding	199	179	191	137	148	168
LOC131297386	protein_coding	52	117	900	51	451	231
Or10a3	protein_coding	1420	855	637	127	86	423
Gm33714	protein_coding	398	2013	337	2361	5401	3664
LOC131385160	pseudogene	2567	2152	1897	1582	1486	1979
LOC131375064	protein_coding	705	862	3782	66	329	1472
Gm11175	pseudogene	657	31	757	1080	1105	1361
LOC132409441	protein_coding	414	377	413	871	901	746
Dbmc3	protein_coding	1709	1343	2382	930	1378	1165
LOC131377035	lncRNA	1053	404	333	1205	967	344
LOC131376074	lncRNA	2544	577	2161	2128	1743	512
LOC128926290	protein_coding	870	1374	1375	1160	1819	807
LOC128927534	protein_coding	3042	1519	560	398	813	1498
Daq7	protein_coding	410	735	582	655	381	626
Or10v5	protein_coding	285	948	1800	592	1576	240
AI255207	lncRNA	1381	741	1137	1186	1355	634
2610524J22Rik	protein_coding	1311	562	58	13	593	923
Gm17518	protein_coding	815	1694	444	790	399	410
LOC131377104	protein_coding	561	922	1292	242	934	1295
LOC131296320	protein_coding	1400	757	1880	805	1239	1818
LOC131296940	protein_coding	443	210	204	454	100	177
9330171B17Rik	protein_coding	1422	1171	1121	2281	477	194
Gm22733	protein_coding	340	210	145	241	75	254
LOC132411937	protein_coding	174	267	279	146	367	54
Gm57727	protein_coding	1660	1705	1397	1764	1126	4695
Rnu5g	protein_coding	861	649	212	469	422	780
Ccl19	protein_coding	1096	1122	2924	1979	206	649
Gm7985	protein_coding	554	217	269	1489	257	855
Gm38584	lncRNA	717	1390	735	556	1864	787
Nr1i2	protein_coding	415	91	906	191	380	131
LOC131297747	pseudogene	2723	2119	1823	1717	1444	3052
Gm29782	protein_coding	1663	910	2993	2158	1622	2429
Sfxn4	protein_coding	157	770	406	320	346	198
Azdm3	protein_coding	345	134	211	257	199	169
Obwq3	protein_coding	977	846	2033	1714	939	1601
DXMgc81	lncRNA	1579	909	671	732	454	587
LOC131389616	protein_coding	1791	478	3489	1109	1392	1799
Bloc1s3	protein_coding	78	16	660	41	526	27
9830137J09Rik	protein_coding	542	242	1814	501	283	2278
Kitl	protein_coding	71	52	48	47	99	70
LOC131389171	protein_coding	2028	3113	712	1430	101	234
Igfbp7	pseudogene	95	94	263	468	585	391
LOC132409553	protein_coding	2969	2033	3084	2510	818	1730
1700123J17Rik	protein_coding	1445	794	837	2457	2327	1636
Gm51430	lncRNA	820	377	1176	1196	865	851
LOC131372376	lncRNA	856	105	2770	1992	1595	251
LOC131385773	pseudogene	1376	1012	1239	1582	905	1246
LOC110120475	protein_coding	542	678	843	600	718	567
Bod1l	protein_coding	124	83	169	92	118	88
Mir6396	pseudogene	30	2417	5536	274	184	597
Slc1a1	protein_coding	584	1356	435	890	631	1376
LOC131338732	protein_coding	2581	1568	2982	723	1230	3074
Gm57800	protein_coding	1858	1058	1737	1198	867	1032
LOC132440887	lncRNA	1331	2238	1460	964	880	549
Or5w20	protein_coding	882	107	1594	526	186	1336
LOC131384815	protein_coding	180	918	22	1	105	503
LOC131372640	protein_coding	108	204	107	68	98	162
Gm7953	protein_coding	404	549	286	791	905	502
Gm53789	protein_coding	149	373	380	264	291	489
Gm53713	lncRNA	1048	209	1340	277	928	168
LOC131372413	lncRNA	369	81	233	528	400	563
LOC132440973	pseudogene	318	256	505	194	344	503
LOC131336860	protein_coding	645	194	1613	23	231	2265
Il31	protein_coding	2801	2365	917	1748	415	1000
LOC131371623	protein_coding	315	160	259	407	231	306
Gm33385	pseudogene	2731	184	831	452	1174	261
LOC132444796	protein_coding	773	370	413	648	647	475
LOC131371985	protein_coding	1061	1677	1524	936	501	882
LOC131377616	protein_coding	910	2420	3787	1260	3096	5675
Gm33144	lncRNA	683	2408	1488	2402	2082	908
Srilp	protein_coding	903	2077	1635	539	1273	604
Chrf	protein_coding	137	663	116	634	811	739
LOC132443181	protein_coding	282	219	188	387	564	196
LOC131378942	protein_coding	1660	1463	1367	1234	996	711
LOC131372624	protein_coding	1176	137	1782	1295	153	3371
Hdl2	protein_coding	679	1145	1045	241	1138	992
LOC131378963	protein_coding	1606	1166	1737	965	1757	518
Gm57603	protein_coding	876	540	824	1348	537	578
LOC128925691	protein_coding	1555	1676	1592	1175	1342	1922
Stimate	protein_coding	601	992	1037	682	863	679
LOC128927930	lncRNA	538	722	524	590	793	402
Rnf227	pseudogene	469	1045	1108	450	527	1139
Mtrf1	protein_coding	472	673	453	647	1076	671
LOC131385366	protein_coding	1216	1036	1313	1005	1230	860
Gm54264	protein_coding	2489	2436	2839	2284	3608	2397
Gm53203	protein_coding	179	255	54	15	4	148
LOC131376272	protein_coding	543	548	901	201	615	1005
LOC110283620	protein_coding	352	707	356	448	450	264
Gm41301	protein_coding	611	752	235	471	907	517
Or10j3b	protein_coding	665	1232	1045	352	610	442
LOC131391022	protein_coding	229	397	422	271	114	239
Gm25431	protein_coding	1914	2335	1913	3045	1089	3353
LOC110120554	protein_coding	62	34	129	63	478	16
Map4k4	lncRNA	1081	264	551	494	1277	1516
LOC131392281	protein_coding	744	2110	477	565	1137	786
Xkrx	protein_coding	722	540	1114	801	636	435
LOC132443576	pseudogene	359	125	114	325	271	119
LOC131385002	lncRNA	2681	1540	3153	2557	388	3688
LOC132443922	protein_coding	1633	2731	1833	1576	2061	1289
LOC131379014	protein_coding	1097	285	252	270	258	244
LOC131392047	protein_coding	953	1275	1282	344	705	456
Nat8f4	protein_coding	473	1135	1606	584	830	1745
LOC132440467	protein_coding	1345	1150	1726	1223	1881	1569
Duxf2	lncRNA	181	546	807	293	64	1315
LOC132411161	protein_coding	578	618	215	628	678	561
Slc50a1	protein_coding	1591	1335	1363	454	609	1092
LOC132441689	protein_coding	1146	633	1122	434	742	554
LOC131387935	protein_coding	492	832	1110	1281	985	503
Mtmr14	protein_coding	704	1321	1471	1781	1759	1869
l9Rl3	protein_coding	1005	400	40	0	3923	449
LOC128927947	protein_coding	500	139	1170	1452	2238	1071
Pou2f3	pseudogene	3347	466	2337	1683	10065	5936
LOC128925576	protein_coding	1494	2399	233	423	292	242
Gm41777	protein_coding	661	493	5061	607	1245	960
Gm5652	lncRNA	0	128	546	0	16	3921
LOC110120470	protein_coding	879	1213	350	685	464	424
Tspyl-ps	protein_coding	908	868	439	1575	1751	1571
Gm23286	pseudogene	1840	411	261	413	752	1356
Gm23266	protein_coding	506	2359	902	940	164	1219
Gm5051	lncRNA	2363	531	2348	1886	1294	2801
D4Wsu139e	protein_coding	219	436	771	1558	1056	1502
Casp9	protein_coding	821	1547	586	608	924	2351
Fbxo39	protein_coding	481	799	1536	701	831	889
